time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-29T07:59:05.680Z,36.2839,-97.5178,4.64,3.2,mb_lg,,48,0.208,0.22,us,us200067v8,2016-06-29T08:18:24.836Z,"20km W of Perry, Oklahoma",earthquake,0.9,7.8,0.052,95,reviewed,us,us
2016-06-29T05:37:19.000Z,51.601,-177.5953,61.3,2.5,ml,,,,0.26,ak,ak13732117,2016-06-29T17:32:18.043Z,"49km SE of Tanaga Volcano, Alaska",earthquake,1.7,0.5,,,reviewed,ak,ak
2016-06-29T04:52:08.000Z,52.0383,-176.8533,86.5,2.8,ml,,,,0.55,ak,ak13732114,2016-06-29T17:17:53.951Z,"22km NW of Adak, Alaska",earthquake,2.1,0.3,,,reviewed,ak,ak
2016-06-29T03:20:50.500Z,19.065,-66.9745,62,2.8,Md,6,288,0.71955054,0.2,pr,pr16181001,2016-06-29T07:57:56.419Z,"62km N of Isabela, Puerto Rico",earthquake,1.6,3.1,0,4,reviewed,pr,pr
2016-06-29T02:05:45.700Z,-61.6388,155.9184,10,4.6,mb,,135,7.338,0.47,us,us200067ti,2016-06-29T04:11:44.505Z,"Balleny Islands region",earthquake,10.6,1.9,0.141,15,reviewed,us,us
2016-06-29T01:39:54.300Z,18.8551,-67.3912,20,2.8,Md,8,280.8,0.4761071,0.18,pr,pr16181000,2016-06-29T05:06:07.825Z,"50km NW of San Antonio, Puerto Rico",earthquake,1,17,0,5,reviewed,pr,pr
2016-06-29T00:50:08.910Z,35.1143333,-118.6746667,9.38,2.92,ml,55,25,0.117,0.21,ci,ci37615896,2016-06-29T17:08:17.650Z,"18km SE of Arvin, CA",earthquake,0.19,0.56,0.153,161,reviewed,ci,ci
2016-06-28T23:50:59.750Z,-21.1679,-68.7088,126.51,4,mb,,47,1.103,0.86,us,us200067s4,2016-06-29T01:00:55.989Z,"145km N of Calama, Chile",earthquake,6.1,8.5,0.212,6,reviewed,us,us
2016-06-28T23:36:50.020Z,16.476,-97.9403,10,4.5,mb,,179,1.235,1.03,us,us200067sc,2016-06-29T00:47:46.514Z,"7km NNW of Pinotepa de Don Luis, Mexico",earthquake,3.7,2,0.042,165,reviewed,us,us
2016-06-28T23:07:29.230Z,-30.3572,-71.7324,29.21,4.9,mb,,84,0.326,0.94,us,us200067rb,2016-06-28T23:27:53.969Z,"57km WNW of Ovalle, Chile",earthquake,4.5,4.7,0.079,50,reviewed,us,us
2016-06-28T22:57:53.810Z,39.5372,73.2365,10,4.4,mb,,156,1.109,1.41,us,us200067r6,2016-06-28T23:15:18.708Z,"21km S of Sary-Tash, Kyrgyzstan",earthquake,6.4,1.9,0.134,16,reviewed,us,us
2016-06-28T22:46:47.020Z,-14.6922,166.4374,10,5.8,mww,,24,6.099,1.09,us,us200067r2,2016-06-29T15:17:39.040Z,"76km WNW of Port-Olry, Vanuatu",earthquake,8,1.8,,,reviewed,us,us
